,ID,name,fuel,seller_type,transmission,owner,year,selling_price,km_driven,marca
2190,8570,Toyota Innova Crysta 2.4 GX AT,Diesel,Dealer,Automatic,Second Owner,2018,€ 1725000,23974,Toyota
2191,8573,Tata Tiago 1.2 Revotron XZ,Petrol,Individual,Manual,First Owner,2018,€ 539000,10000,Tata
2192,8576,Maruti Celerio ZXI,Petrol,Individual,Manual,First Owner,2017,€ 420000,50000,Maruti
2193,8579,Maruti Omni E 8 Str STD,Petrol,Individual,Manual,Third Owner,2001,€ 85000,70000,Maruti
2194,8582,OpelCorsa 1.6Gls,Petrol,Individual,Manual,Fourth & Above Owner,2004,€ 142000,73000,OpelCorsa
2195,8585,Hyundai EON D Lite,Petrol,Individual,Manual,Second Owner,2014,€ 180000,76000,Hyundai
2196,8588,Chevrolet Tavera Neo 3 Max 9 Str BSIII,Diesel,Individual,Manual,Second Owner,2014,€ 400000,120000,Chevrolet
2197,8591,Mahindra Scorpio VLX 2WD ABS AT BSIII,Diesel,Individual,Automatic,Third Owner,2009,€ 360000,170000,Mahindra
2198,8594,Hyundai Santro Xing XG,Petrol,Individual,Manual,Second Owner,2003,€ 85000,110000,Hyundai
2199,8597,Honda Brio 1.2 S MT,Petrol,Individual,Manual,First Owner,2016,€ 350000,63400,Honda
2200,8600,Datsun GO Plus T BSIV,Petrol,Individual,Manual,First Owner,2015,€ 380000,25000,Datsun
2201,8603,Hyundai i10 Era,Petrol,Individual,Manual,Third Owner,2009,€ 140000,80000,Hyundai
2202,8606,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner,2012,€ 200000,90000,Maruti
2203,8609,Hyundai Santro Xing GL,Petrol,Individual,Manual,First Owner,2011,€ 150000,157000,Hyundai
2204,8612,Tata Indica Vista Quadrajet LS,Diesel,Individual,Manual,Second Owner,2012,€ 150000,80000,Tata
2205,8615,Maruti 800 Std BSII,Petrol,Individual,Manual,Second Owner,2006,€ 90000,40000,Maruti
2206,8618,Mahindra Bolero SLX 2WD,Diesel,Individual,Manual,Second Owner,2007,€ 300000,100000,Mahindra
2207,8621,Renault KWID RXT,Petrol,Individual,Manual,First Owner,2017,€ 280000,50000,Renault
2208,8624,Maruti Alto K10 2010-2014 VXI,Petrol,Individual,Manual,First Owner,2011,€ 200000,40000,Maruti
2209,8627,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,Petrol,Individual,Manual,Second Owner,2009,€ 110000,38500,Chevrolet
2210,8630,Hyundai i10 Magna,Petrol,Individual,Manual,Second Owner,2008,€ 140000,103921,Hyundai
2211,8633,Hyundai Creta 1.4 EX Diesel,Diesel,Individual,Manual,First Owner,2020,€ 1050000,10000,Hyundai
2212,8636,Honda City i-VTEC VX,Petrol,Dealer,Manual,First Owner,2018,€ 1150000,14825,Honda
2213,8639,Honda BR-V i-DTEC VX MT,Diesel,Dealer,Manual,First Owner,2016,€ 910000,43377,Honda
2214,8642,Ford Figo Diesel Titanium,Diesel,Dealer,Manual,First Owner,2010,€ 160000,102307,Ford
2215,8645,Maruti Zen LX,Petrol,Individual,Manual,Second Owner,2004,€ 105000,79000,Maruti
2216,8648,Skoda Octavia Elegance 2.0 TDI AT,Diesel,Individual,Automatic,Third Owner,2014,€ 1200000,135000,Skoda
2217,8651,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner,2018,€ 300000,10500,Renault
2218,8654,Maruti Wagon R LXI,Petrol,Individual,Manual,Fourth & Above Owner,2004,€ 70000,90000,Maruti
2219,8657,Chevrolet Beat Diesel,Diesel,Individual,Manual,First Owner,2012,€ 160000,110000,Chevrolet
2220,8660,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner,2012,€ 160000,50000,Chevrolet
2221,8663,Chevrolet Sail Hatchback LT ABS,Diesel,Individual,Manual,First Owner,2013,€ 225000,80000,Chevrolet
2222,8666,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner,2018,€ 790000,19571,Honda
2223,8669,Honda City 1.3 EXI,Petrol,Individual,Manual,First Owner,2002,€ 145000,100000,Honda
2224,8672,Honda City i-VTEC ZX,Petrol,Dealer,Manual,First Owner,2018,€ 1200000,29600,Honda
2225,8675,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Diesel,Individual,Manual,First Owner,2018,€ 930000,20000,Ford
2226,8678,Hyundai EON D Lite,Petrol,Individual,Manual,First Owner,2016,€ 210000,30000,Hyundai
2227,8681,Hyundai Getz 1.5 CRDi GVS,Diesel,Individual,Manual,Third Owner,2008,€ 110000,154000,Hyundai
2228,8684,Maruti Swift LXI,Petrol,Individual,Manual,First Owner,2011,€ 175000,70000,Maruti
2229,8687,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Diesel,Individual,Automatic,First Owner,2018,€ 950000,15000,Maruti
2230,8690,Renault Lodgy Stepway 85PS RXZ 8S,Diesel,Individual,Manual,First Owner,2017,€ 650000,40000,Renault
2231,8693,Maruti Swift VXI,Petrol,Individual,Manual,First Owner,2019,€ 550000,51000,Maruti
2232,8696,Maruti Alto LX BSIII,Petrol,Individual,Manual,Second Owner,2008,€ 85000,120000,Maruti
2233,8699,Maruti Celerio LXI MT BSIV,Petrol,Individual,Manual,First Owner,2019,€ 340000,50000,Maruti
2234,8702,Renault Captur 1.5 Diesel RXT,Diesel,Individual,Manual,First Owner,2017,€ 825000,13500,Renault
2235,8705,Toyota Etios 1.5 V,Petrol,Individual,Manual,First Owner,2016,€ 509999,35000,Toyota
2236,8708,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner,2013,€ 450000,1000,Renault
2237,8711,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner,2018,€ 3800000,10000,Mercedes-Benz
2238,8714,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner,2013,€ 1580000,86000,Audi
2239,8717,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner,2019,€ 4950000,30000,BMW
2240,8720,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner,2016,€ 535000,52600,Hyundai
2241,8723,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner,2012,€ 225000,110000,Maruti
2242,8726,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner,2017,€ 550000,19890,Hyundai
2243,8729,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner,2016,€ 670000,7104,Maruti
2244,8732,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner,2015,€ 625000,11918,Maruti
2245,8735,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner,2017,€ 520000,10510,Hyundai
2246,8738,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner,2016,€ 239000,41000,Chevrolet
2247,8741,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner,2017,€ 2600000,47162,Toyota
2248,8744,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner,2015,€ 750000,45974,Maruti
2249,8747,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner,2012,€ 229999,49824,Hyundai
2250,8750,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner,2013,€ 1300000,58500,Audi
2251,8753,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner,2005,€ 80000,56580,Hyundai
2252,8756,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner,2012,€ 385000,52000,Skoda
2253,8759,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner,2015,€ 760000,55340,Hyundai
2254,8762,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner,2017,€ 600000,46507,Maruti
2255,8765,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner,2013,€ 450000,1000,Renault
2256,8768,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner,2018,€ 3800000,10000,Mercedes-Benz
2257,8771,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner,2013,€ 1580000,86000,Audi
2258,8774,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner,2019,€ 4950000,30000,BMW
2259,8777,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner,2016,€ 535000,52600,Hyundai
2260,8780,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner,2012,€ 225000,110000,Maruti
2261,8783,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner,2017,€ 550000,19890,Hyundai
2262,8786,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner,2016,€ 670000,7104,Maruti
2263,8789,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner,2015,€ 625000,11918,Maruti
2264,8792,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner,2017,€ 520000,10510,Hyundai
2265,8795,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner,2016,€ 239000,41000,Chevrolet
2266,8798,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner,2017,€ 2600000,47162,Toyota
2267,8801,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner,2015,€ 750000,45974,Maruti
2268,8804,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner,2012,€ 229999,49824,Hyundai
2269,8807,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner,2013,€ 1300000,58500,Audi
2270,8810,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner,2005,€ 80000,56580,Hyundai
2271,8813,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner,2012,€ 385000,52000,Skoda
2272,8816,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner,2015,€ 760000,55340,Hyundai
2273,8819,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner,2017,€ 600000,46507,Maruti
2274,8822,Maruti Baleno Alpha 1.3,Diesel,Individual,Manual,First Owner,2017,€ 650000,70000,Maruti
2275,8825,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,Second Owner,2011,€ 140000,60000,Chevrolet
2276,8828,Maruti Alto LXi,Petrol,Individual,Manual,First Owner,2011,€ 150000,70000,Maruti
2277,8831,Datsun GO Plus A Option Petrol,Petrol,Individual,Manual,Second Owner,2018,€ 450000,10000,Datsun
2278,8834,Hyundai Accent CRDi,Diesel,Individual,Manual,Fourth & Above Owner,2006,€ 170000,245244,Hyundai
2279,8837,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner,2017,€ 400000,60000,Renault
2280,8840,Tata Tiago 1.2 Revotron XE,Petrol,Individual,Manual,First Owner,2016,€ 300000,30000,Tata
2281,8843,Maruti Alto 800 Base,Petrol,Individual,Manual,First Owner,2012,€ 250000,8000,Maruti
2282,8846,Tata Tigor 1.2 Revotron XM,Petrol,Individual,Manual,First Owner,2019,€ 500000,10000,Tata
2283,8849,Hyundai Accent CRDi,Diesel,Individual,Manual,Third Owner,2002,€ 85000,100000,Hyundai
2284,8852,Nissan Sunny Diesel XL,Diesel,Individual,Manual,First Owner,2012,€ 300000,110000,Nissan
2285,8855,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner,2005,€ 80000,56580,Hyundai
2286,8858,Mahindra XUV500 AT W8 FWD,Diesel,Dealer,Automatic,First Owner,2015,€ 740000,45000,Mahindra
2287,8861,Hyundai Santro Xing XG,Petrol,Dealer,Manual,First Owner,2005,€ 70000,68500,Hyundai
2288,8864,Hyundai Santro Sportz AMT,Petrol,Dealer,Automatic,First Owner,2019,€ 484999,5007,Hyundai
2289,8867,Nissan Micra Active XV S,Petrol,Individual,Manual,First Owner,2013,€ 164000,30000,Nissan
2290,8870,Honda City 1.5 V AT,Petrol,Individual,Automatic,First Owner,2008,€ 140000,70000,Honda
2291,8873,Mercedes-Benz E-Class E250 CDI Elegance,Diesel,Dealer,Automatic,First Owner,2011,€ 999000,49600,Mercedes-Benz
2292,8876,Maruti Alto LXI,Petrol,Individual,Manual,Second Owner,2005,€ 56000,23000,Maruti
2293,8879,BMW 7 Series 730Ld,Diesel,Dealer,Automatic,First Owner,2006,€ 1050000,30000,BMW
2294,8882,Hyundai Verna 1.6 VTVT,Petrol,Dealer,Manual,First Owner,2010,€ 190000,38000,Hyundai
2295,8885,Audi Q5 3.0 TDI Quattro Technology,Diesel,Dealer,Automatic,First Owner,2018,€ 3899000,22000,Audi
2296,8888,Hyundai i10 Sportz 1.2,Petrol,Dealer,Manual,First Owner,2011,€ 235000,43100,Hyundai
2297,8891,Datsun GO Plus T,Petrol,Dealer,Manual,First Owner,2017,€ 350000,10171,Datsun
2298,8894,Renault Duster 110PS Diesel RxL,Diesel,Dealer,Manual,First Owner,2015,€ 465000,41123,Renault
2299,8897,Toyota Camry Hybrid 2.5,Petrol,Dealer,Automatic,First Owner,2017,€ 1900000,20118,Toyota
2300,8900,Honda City i DTec SV,Diesel,Dealer,Manual,First Owner,2014,€ 450000,40000,Honda
2301,8903,Volkswagen Jetta 2.0L TDI Highline,Diesel,Dealer,Manual,First Owner,2015,€ 790000,52517,Volkswagen
2302,8906,Mahindra Marazzo M2 8Str,Diesel,Individual,Manual,First Owner,2019,€ 900000,20000,Mahindra
2303,8909,Ford Ecosport 1.5 DV5 MT Titanium Optional,Diesel,Dealer,Manual,First Owner,2014,€ 450000,99117,Ford
2304,8912,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,First Owner,2009,€ 135000,90000,Chevrolet
2305,8915,Maruti Celerio ZXI MT BSIV,Petrol,Individual,Manual,First Owner,2019,€ 425000,3700,Maruti
2306,8918,Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,First Owner,2010,€ 100000,80000,Tata
2307,8921,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Individual,Manual,Second Owner,2015,€ 650000,100000,Ford
2308,8924,Tata Indica Vista Aqua 1.4 TDI,Diesel,Individual,Manual,First Owner,2011,€ 90000,54000,Tata
2309,8927,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner,2017,€ 250000,19000,Hyundai
2310,8930,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2014,€ 300000,120000,Maruti
2311,8933,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner,2014,€ 275000,30000,Maruti
2312,8936,Honda BRV i-VTEC V MT,Petrol,Individual,Manual,First Owner,2017,€ 600000,43500,Honda
2313,8939,Renault KWID RXT,Petrol,Individual,Manual,Second Owner,2016,€ 270000,60000,Renault
2314,8942,Renault KWID RXT Optional,Petrol,Individual,Manual,Second Owner,2016,€ 240000,70000,Renault
2315,8945,Skoda Octavia Elegance 2.0 TDI AT,Diesel,Individual,Automatic,Third Owner,2014,€ 1200000,135000,Skoda
2316,8948,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner,2012,€ 160000,50000,Chevrolet
2317,8951,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner,2018,€ 790000,19571,Honda
2318,8954,Honda City i-VTEC ZX,Petrol,Dealer,Manual,First Owner,2018,€ 1200000,29600,Honda
2319,8957,Maruti Swift LXI,Petrol,Individual,Manual,First Owner,2011,€ 175000,70000,Maruti
2320,8960,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Diesel,Individual,Automatic,First Owner,2018,€ 950000,15000,Maruti
2321,8963,Maruti Celerio LXI MT BSIV,Petrol,Individual,Manual,First Owner,2019,€ 340000,50000,Maruti
2322,8966,Renault Captur 1.5 Diesel RXT,Diesel,Individual,Manual,First Owner,2017,€ 825000,13500,Renault
2323,8969,Audi A4 30 TFSI Technology,Petrol,Individual,Automatic,First Owner,2018,€ 3100000,22000,Audi
2324,8972,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 780000,25000,Honda
2325,8975,Toyota Corolla Altis 1.8 VL AT,Petrol,Individual,Automatic,Third Owner,2010,€ 350000,80000,Toyota
2326,8978,Honda Amaze VX Petrol BSIV,Petrol,Dealer,Manual,First Owner,2018,€ 690000,39000,Honda
2327,8981,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner,2016,€ 245000,60000,Maruti
2328,8984,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 790000,49000,Honda
2329,8987,Honda Amaze VX i-VTEC,Petrol,Dealer,Manual,First Owner,2018,€ 680000,48600,Honda
2330,8990,Hyundai Grand i10 Asta Option,Petrol,Individual,Manual,Second Owner,2017,€ 540000,20000,Hyundai
2331,8993,Mahindra KUV 100 mFALCON G80 K2,Petrol,Individual,Manual,First Owner,2016,€ 425000,25000,Mahindra
2332,8996,Maruti Zen Estilo Sports,Petrol,Individual,Manual,First Owner,2008,€ 140000,120000,Maruti
2333,8999,Maruti Ertiga ZDI Plus,Diesel,Individual,Manual,First Owner,2019,€ 1100000,30000,Maruti
2334,9002,Renault Lodgy 85PS RxL,Diesel,Individual,Manual,First Owner,2015,€ 715000,35000,Renault
2335,9005,Maruti Swift VXI,Petrol,Individual,Manual,First Owner,2013,€ 370000,90000,Maruti
2336,9008,Hyundai Verna CRDi ABS,Diesel,Individual,Manual,Second Owner,2007,€ 175000,80000,Hyundai
2337,9011,Mercedes-Benz E-Class 230,Petrol,Individual,Automatic,Second Owner,1998,€ 1000000,35000,Mercedes-Benz
2338,9014,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner,2013,€ 92800,25000,Maruti
2339,9017,Tata Xenon XT EX 4X2,Diesel,Individual,Manual,First Owner,2014,€ 291000,90000,Tata
2340,9020,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner,2013,€ 92800,25000,Maruti
2341,9023,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner,2016,€ 350000,20000,Renault
2342,9026,Maruti Omni 5 Str STD,Petrol,Dealer,Manual,Third Owner,1998,€ 65000,60000,Maruti
2343,9029,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2015,€ 650000,58000,Maruti
2344,9032,Maruti Wagon R LX BS IV,Petrol,Dealer,Manual,First Owner,2014,€ 350000,40000,Maruti
2345,9035,Maruti Wagon R LXI,Petrol,Individual,Manual,Second Owner,2005,€ 75000,70000,Maruti
2346,9038,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Diesel,Dealer,Manual,First Owner,2012,€ 440000,70000,Hyundai
2347,9041,Hyundai Santro Xing GLS,Petrol,Individual,Manual,First Owner,2013,€ 270000,60000,Hyundai
2348,9044,Toyota Innova 2.5 V Diesel 7-seater,Diesel,Dealer,Manual,First Owner,2014,€ 1150000,135000,Toyota
2349,9047,Maruti Omni 8 Seater BSII,Petrol,Dealer,Manual,First Owner,2015,€ 238000,70000,Maruti
2350,9050,Mercedes-Benz B Class B180 Sports,Petrol,Individual,Automatic,Second Owner,2013,€ 1100000,40000,Mercedes-Benz
2351,9053,Mahindra XUV500 W10 2WD,Diesel,Dealer,Manual,Second Owner,2015,€ 1200000,75000,Mahindra
2352,9056,Skoda Fabia 1.2L Diesel Ambiente,Diesel,Individual,Manual,First Owner,2010,€ 260000,150000,Skoda
2353,9059,Toyota Etios VD,Diesel,Individual,Manual,Third Owner,2012,€ 350000,140000,Toyota
2354,9062,Toyota Etios Liva VD,Diesel,Individual,Manual,First Owner,2015,€ 480000,70000,Toyota
2355,9065,Toyota Etios Liva GD,Diesel,Individual,Manual,Second Owner,2012,€ 345000,137250,Toyota
2356,9068,Mahindra Scorpio M2DI,Diesel,Individual,Manual,Second Owner,2013,€ 500000,110000,Mahindra
2357,9071,Hyundai Grand i10 Asta Option,Petrol,Dealer,Manual,First Owner,2017,€ 595000,27000,Hyundai
2358,9074,Hyundai Verna CRDi 1.6 SX Option,Diesel,Dealer,Manual,First Owner,2019,€ 1295000,9000,Hyundai
2359,9077,Volkswagen Vento 1.5 TDI Highline BSIV,Diesel,Dealer,Manual,Test Drive Car,2019,€ 1350000,5400,Volkswagen
2360,9080,Renault KWID Climber 1.0 MT Opt BSIV,Petrol,Dealer,Manual,Test Drive Car,2020,€ 541000,1000,Renault
2361,9083,Hyundai Santro Asta,Petrol,Dealer,Manual,First Owner,2018,€ 515000,16000,Hyundai
2362,9086,Ford Figo Aspire Titanium Plus Diesel,Diesel,Dealer,Manual,Test Drive Car,2019,€ 894999,13000,Ford
2363,9089,Renault Pulse RxZ Optional,Diesel,Dealer,Manual,First Owner,2012,€ 325000,47000,Renault
2364,9092,Maruti Ciaz 1.4 Alpha,Petrol,Individual,Manual,First Owner,2018,€ 925000,22000,Maruti
2365,9095,Nissan Terrano XL P,Petrol,Individual,Manual,First Owner,2017,€ 844999,30000,Nissan
2366,9098,Maruti Ciaz 1.4 Alpha,Petrol,Individual,Manual,First Owner,2018,€ 925000,20000,Maruti
2367,9101,Tata Manza Club Class Quadrajet90 LX,Diesel,Individual,Manual,First Owner,2013,€ 300000,60000,Tata
2368,9104,Toyota Camry M/t,Petrol,Individual,Manual,Second Owner,2008,€ 650000,75000,Toyota
2369,9107,Maruti Alto K10 LXI,Petrol,Dealer,Manual,First Owner,2010,€ 175000,64000,Maruti
2370,9110,Maruti SX4 S Cross DDiS 320 Delta,Diesel,Individual,Manual,First Owner,2015,€ 325000,80000,Maruti
2371,9113,Renault Duster 85PS Diesel RxZ,Diesel,Individual,Manual,First Owner,2017,€ 600000,90000,Renault
2372,9116,Maruti Swift ZXI Plus,Petrol,Individual,Manual,First Owner,2018,€ 700000,30000,Maruti
2373,9119,Toyota Corolla H3,Petrol,Individual,Automatic,Second Owner,2003,€ 95000,120000,Toyota
2374,9122,Maruti Celerio ZXI,Petrol,Dealer,Manual,First Owner,2019,€ 490000,20000,Maruti
2375,9125,Tata Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,First Owner,2013,€ 380000,100000,Tata
2376,9128,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Petrol,Dealer,Manual,First Owner,2018,€ 550000,31000,Hyundai
2377,9131,Maruti Alto 800 LXI,Petrol,Dealer,Manual,First Owner,2013,€ 225000,47000,Maruti
2378,9134,Tata Nexon 1.2 Revotron XM,Petrol,Individual,Manual,First Owner,2018,€ 570000,11200,Tata
2379,9137,Maruti Alto 800 LXI,Petrol,Dealer,Manual,First Owner,2018,€ 305000,35000,Maruti
2380,9140,Maruti Wagon R Duo Lxi,LPG,Dealer,Manual,First Owner,2010,€ 240000,50000,Maruti
2381,9143,Maruti Ertiga SHVS VDI,Diesel,Dealer,Manual,First Owner,2015,€ 700000,55000,Maruti
2382,9146,Maruti Omni E MPI STD BS IV,Petrol,Dealer,Manual,First Owner,2018,€ 288000,20000,Maruti
2383,9149,Mahindra Bolero B4,Diesel,Dealer,Manual,First Owner,2017,€ 800000,75000,Mahindra
2384,9152,Maruti Celerio VXI,Petrol,Dealer,Manual,First Owner,2017,€ 430000,93000,Maruti
2385,9155,Chevrolet Beat Diesel LT Option,Diesel,Dealer,Manual,Second Owner,2009,€ 195000,57000,Chevrolet
2386,9158,Maruti Eeco Smiles 5 Seater AC,Petrol,Dealer,Manual,First Owner,2014,€ 325000,30000,Maruti
2387,9161,Renault Duster 85PS Diesel RxE,Diesel,Dealer,Manual,First Owner,2013,€ 450000,73000,Renault
2388,9164,Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner,2016,€ 630000,65000,Maruti
2389,9167,Maruti Swift 1.3 VXi,Petrol,Dealer,Manual,Second Owner,2009,€ 250000,62000,Maruti
2390,9170,Hyundai Santro GLS I - Euro II,Petrol,Dealer,Manual,First Owner,2007,€ 135000,85000,Hyundai
2391,9173,Chevrolet Spark 1.0 PS,Petrol,Individual,Manual,First Owner,2010,€ 110000,73000,Chevrolet
2392,9176,Maruti Swift ZDi,Diesel,Dealer,Manual,First Owner,2012,€ 350000,55000,Maruti
2393,9179,Maruti Omni E MPI STD BS IV,Petrol,Individual,Manual,Second Owner,2016,€ 240000,5800,Maruti
2394,9182,Toyota Innova 2.5 V Diesel 8-seater,Diesel,Individual,Manual,First Owner,2009,€ 350000,350000,Toyota
2395,9185,Maruti Swift ZXI Plus,Petrol,Individual,Manual,First Owner,2018,€ 600000,30000,Maruti
2396,9188,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2018,€ 750000,20000,Maruti
2397,9191,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner,2018,€ 270000,20000,Hyundai
2398,9194,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner,2007,€ 90000,100000,Maruti
2399,9197,Maruti Wagon R Stingray VXI,Petrol,Individual,Manual,First Owner,2013,€ 350000,65000,Maruti
2400,9200,Ford Figo Diesel Celebration Edition,Diesel,Individual,Manual,Second Owner,2013,€ 570076,90000,Ford
2401,9203,Toyota Innova 2.5 E Diesel MS 7-seater,Diesel,Individual,Manual,Second Owner,2011,€ 665000,267000,Toyota
2402,9206,Mahindra Scorpio 2.6 CRDe,Diesel,Individual,Manual,Second Owner,2005,€ 175000,250000,Mahindra
2403,9209,Mahindra Xylo D2,Diesel,Individual,Manual,Second Owner,2011,€ 350000,140000,Mahindra
2404,9212,Honda City i-VTEC CVT ZX,Petrol,Dealer,Automatic,First Owner,2018,€ 1225000,22000,Honda
2405,9215,Honda Jazz Select Edition Active,Petrol,Dealer,Manual,Second Owner,2010,€ 285000,60000,Honda
2406,9218,Honda City i-VTEC VX,Petrol,Dealer,Manual,First Owner,2018,€ 1000000,28635,Honda
2407,9221,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 780000,32114,Honda
2408,9224,Maruti Celerio VXI,Petrol,Dealer,Manual,Second Owner,2014,€ 300000,82000,Maruti
2409,9227,Maruti Swift VXI BSIII,Petrol,Dealer,Manual,Second Owner,2006,€ 160000,95149,Maruti
2410,9230,Honda Amaze VX i-VTEC,Petrol,Dealer,Manual,First Owner,2018,€ 625000,68458,Honda
2411,9233,Maruti Ritz VXi,Petrol,Individual,Manual,First Owner,2010,€ 265000,42000,Maruti
2412,9236,Honda City i DTEC V,Diesel,Individual,Manual,Second Owner,2014,€ 515000,90000,Honda
2413,9239,Hyundai EON D Lite,Petrol,Individual,Manual,First Owner,2016,€ 210000,30000,Hyundai
2414,9242,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner,2009,€ 140000,80000,Maruti
2415,9245,Toyota Innova 2.5 GX (Diesel) 7 Seater,Diesel,Individual,Manual,First Owner,2015,€ 940000,128000,Toyota
2416,9248,Nissan Terrano XV Premium 110 PS,Diesel,Individual,Manual,First Owner,2013,€ 750000,80000,Nissan
2417,9251,Maruti Baleno Alpha 1.3,Diesel,Individual,Manual,First Owner,2016,€ 610000,100000,Maruti
2418,9254,Nissan Sunny XV D Premium Leather,Diesel,Individual,Manual,First Owner,2015,€ 450000,50000,Nissan
2419,9257,Toyota Etios Liva GD,Diesel,Individual,Manual,First Owner,2012,€ 409999,56000,Toyota
2420,9260,Hyundai EON 1.0 Era Plus,Petrol,Individual,Manual,First Owner,2018,€ 100000,21302,Hyundai
2421,9263,Hyundai i20 Active 1.4 SX,Diesel,Individual,Manual,First Owner,2016,€ 650000,100000,Hyundai
2422,9266,Mahindra TUV 300 T8,Diesel,Individual,Manual,First Owner,2017,€ 650000,80000,Mahindra
2423,9269,Hyundai Getz 1.3 GLS,Petrol,Individual,Manual,First Owner,2010,€ 150000,105546,Hyundai
