ID,name,year,selling_price,km_driven
8789,Maruti Ertiga VXI,2015,€ 625000,11918
8792,Hyundai Grand i10 Magna AT,2017,€ 520000,10510
8795,Chevrolet Beat LT Option,2016,€ 239000,41000
8798,Toyota Fortuner 4x2 AT,2017,€ 2600000,47162
8801,Maruti S-Cross Zeta DDiS 200 SH,2015,€ 750000,45974
8804,Hyundai i10 Magna,2012,€ 229999,49824
8807,Audi A6 2.0 TDI Premium Plus,2013,€ 1300000,58500
8810,Hyundai Santro GS,2005,€ 80000,56580
8813,Skoda Laura Ambiente 2.0 TDI CR MT,2012,€ 385000,52000
8816,Hyundai Verna 1.6 VTVT SX,2015,€ 760000,55340
8819,Maruti Swift Dzire VDI,2017,€ 600000,46507
8822,Maruti Baleno Alpha 1.3,2017,€ 650000,70000
8825,Chevrolet Spark 1.0 LS,2011,€ 140000,60000
8828,Maruti Alto LXi,2011,€ 150000,70000
8831,Datsun GO Plus A Option Petrol,2018,€ 450000,10000
8834,Hyundai Accent CRDi,2006,€ 170000,245244
8837,Renault KWID 1.0 RXT Optional,2017,€ 400000,60000
8840,Tata Tiago 1.2 Revotron XE,2016,€ 300000,30000
8843,Maruti Alto 800 Base,2012,€ 250000,8000
8846,Tata Tigor 1.2 Revotron XM,2019,€ 500000,10000
8849,Hyundai Accent CRDi,2002,€ 85000,100000
8852,Nissan Sunny Diesel XL,2012,€ 300000,110000
8855,Hyundai Santro GS,2005,€ 80000,56580
8858,Mahindra XUV500 AT W8 FWD,2015,€ 740000,45000
8861,Hyundai Santro Xing XG,2005,€ 70000,68500
8864,Hyundai Santro Sportz AMT,2019,€ 484999,5007
8867,Nissan Micra Active XV S,2013,€ 164000,30000
8870,Honda City 1.5 V AT,2008,€ 140000,70000
8873,Mercedes-Benz E-Class E250 CDI Elegance,2011,€ 999000,49600
8876,Maruti Alto LXI,2005,€ 56000,23000
8879,BMW 7 Series 730Ld,2006,€ 1050000,30000
8882,Hyundai Verna 1.6 VTVT,2010,€ 190000,38000
8885,Audi Q5 3.0 TDI Quattro Technology,2018,€ 3899000,22000
8888,Hyundai i10 Sportz 1.2,2011,€ 235000,43100
8891,Datsun GO Plus T,2017,€ 350000,10171
8894,Renault Duster 110PS Diesel RxL,2015,€ 465000,41123
8897,Toyota Camry Hybrid 2.5,2017,€ 1900000,20118
8900,Honda City i DTec SV,2014,€ 450000,40000
8903,Volkswagen Jetta 2.0L TDI Highline,2015,€ 790000,52517
8906,Mahindra Marazzo M2 8Str,2019,€ 900000,20000
8909,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,€ 450000,99117
8912,Chevrolet Spark 1.0 LS,2009,€ 135000,90000
8915,Maruti Celerio ZXI MT BSIV,2019,€ 425000,3700
8918,Tata Indica Vista Terra 1.4 TDI,2010,€ 100000,80000
8921,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,€ 650000,100000
8924,Tata Indica Vista Aqua 1.4 TDI,2011,€ 90000,54000
8927,Hyundai EON Era Plus,2017,€ 250000,19000
8930,Maruti Swift Dzire VDI,2014,€ 300000,120000
8933,Maruti Wagon R VXI BS IV,2014,€ 275000,30000
8936,Honda BRV i-VTEC V MT,2017,€ 600000,43500
8939,Renault KWID RXT,2016,€ 270000,60000
8942,Renault KWID RXT Optional,2016,€ 240000,70000
8945,Skoda Octavia Elegance 2.0 TDI AT,2014,€ 1200000,135000
8948,Chevrolet Beat Diesel LS,2012,€ 160000,50000
8951,Honda Jazz 1.5 VX i DTEC,2018,€ 790000,19571
8954,Honda City i-VTEC ZX,2018,€ 1200000,29600
8957,Maruti Swift LXI,2011,€ 175000,70000
8960,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,€ 950000,15000
8963,Maruti Celerio LXI MT BSIV,2019,€ 340000,50000
8966,Renault Captur 1.5 Diesel RXT,2017,€ 825000,13500
8969,Audi A4 30 TFSI Technology,2018,€ 3100000,22000
8972,Honda Amaze VX Diesel BSIV,2018,€ 780000,25000
8975,Toyota Corolla Altis 1.8 VL AT,2010,€ 350000,80000
8978,Honda Amaze VX Petrol BSIV,2018,€ 690000,39000
8981,Maruti Alto 800 VXI,2016,€ 245000,60000
8984,Honda Amaze VX Diesel BSIV,2018,€ 790000,49000
8987,Honda Amaze VX i-VTEC,2018,€ 680000,48600
8990,Hyundai Grand i10 Asta Option,2017,€ 540000,20000
8993,Mahindra KUV 100 mFALCON G80 K2,2016,€ 425000,25000
8996,Maruti Zen Estilo Sports,2008,€ 140000,120000
8999,Maruti Ertiga ZDI Plus,2019,€ 1100000,30000
9002,Renault Lodgy 85PS RxL,2015,€ 715000,35000
9005,Maruti Swift VXI,2013,€ 370000,90000
9008,Hyundai Verna CRDi ABS,2007,€ 175000,80000
9011,Mercedes-Benz E-Class 230,1998,€ 1000000,35000
9014,Maruti Alto 800 LXI,2013,€ 92800,25000
9017,Tata Xenon XT EX 4X2,2014,€ 291000,90000
9020,Maruti Alto 800 LXI,2013,€ 92800,25000
9023,Renault KWID 1.0 RXT Optional,2016,€ 350000,20000
9026,Maruti Omni 5 Str STD,1998,€ 65000,60000
9029,Maruti Swift Dzire VDI,2015,€ 650000,58000
9032,Maruti Wagon R LX BS IV,2014,€ 350000,40000
9035,Maruti Wagon R LXI,2005,€ 75000,70000
9038,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,€ 440000,70000
9041,Hyundai Santro Xing GLS,2013,€ 270000,60000
9044,Toyota Innova 2.5 V Diesel 7-seater,2014,€ 1150000,135000
9047,Maruti Omni 8 Seater BSII,2015,€ 238000,70000
9050,Mercedes-Benz B Class B180 Sports,2013,€ 1100000,40000
9053,Mahindra XUV500 W10 2WD,2015,€ 1200000,75000
9056,Skoda Fabia 1.2L Diesel Ambiente,2010,€ 260000,150000
9059,Toyota Etios VD,2012,€ 350000,140000
9062,Toyota Etios Liva VD,2015,€ 480000,70000
9065,Toyota Etios Liva GD,2012,€ 345000,137250
9068,Mahindra Scorpio M2DI,2013,€ 500000,110000
9071,Hyundai Grand i10 Asta Option,2017,€ 595000,27000
9074,Hyundai Verna CRDi 1.6 SX Option,2019,€ 1295000,9000
9077,Volkswagen Vento 1.5 TDI Highline BSIV,2019,€ 1350000,5400
9080,Renault KWID Climber 1.0 MT Opt BSIV,2020,€ 541000,1000
9083,Hyundai Santro Asta,2018,€ 515000,16000
9086,Ford Figo Aspire Titanium Plus Diesel,2019,€ 894999,13000
9089,Renault Pulse RxZ Optional,2012,€ 325000,47000
9092,Maruti Ciaz 1.4 Alpha,2018,€ 925000,22000
9095,Nissan Terrano XL P,2017,€ 844999,30000
9098,Maruti Ciaz 1.4 Alpha,2018,€ 925000,20000
9101,Tata Manza Club Class Quadrajet90 LX,2013,€ 300000,60000
9104,Toyota Camry M/t,2008,€ 650000,75000
9107,Maruti Alto K10 LXI,2010,€ 175000,64000
9110,Maruti SX4 S Cross DDiS 320 Delta,2015,€ 325000,80000
9113,Renault Duster 85PS Diesel RxZ,2017,€ 600000,90000
9116,Maruti Swift ZXI Plus,2018,€ 700000,30000
9119,Toyota Corolla H3,2003,€ 95000,120000
9122,Maruti Celerio ZXI,2019,€ 490000,20000
9125,Tata Safari DICOR 2.2 EX 4x2,2013,€ 380000,100000
9128,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,€ 550000,31000
9131,Maruti Alto 800 LXI,2013,€ 225000,47000
9134,Tata Nexon 1.2 Revotron XM,2018,€ 570000,11200
9137,Maruti Alto 800 LXI,2018,€ 305000,35000
9140,Maruti Wagon R Duo Lxi,2010,€ 240000,50000
9143,Maruti Ertiga SHVS VDI,2015,€ 700000,55000
9146,Maruti Omni E MPI STD BS IV,2018,€ 288000,20000
9149,Mahindra Bolero B4,2017,€ 800000,75000
9152,Maruti Celerio VXI,2017,€ 430000,93000
9155,Chevrolet Beat Diesel LT Option,2009,€ 195000,57000
9158,Maruti Eeco Smiles 5 Seater AC,2014,€ 325000,30000
9161,Renault Duster 85PS Diesel RxE,2013,€ 450000,73000
9164,Maruti Swift Dzire VDI,2016,€ 630000,65000
9167,Maruti Swift 1.3 VXi,2009,€ 250000,62000
9170,Hyundai Santro GLS I - Euro II,2007,€ 135000,85000
9173,Chevrolet Spark 1.0 PS,2010,€ 110000,73000
9176,Maruti Swift ZDi,2012,€ 350000,55000
9179,Maruti Omni E MPI STD BS IV,2016,€ 240000,5800
9182,Toyota Innova 2.5 V Diesel 8-seater,2009,€ 350000,350000
9185,Maruti Swift ZXI Plus,2018,€ 600000,30000
9188,Maruti Swift Dzire VDI,2018,€ 750000,20000
9191,Hyundai EON Era Plus,2018,€ 270000,20000
9194,Maruti Alto LXi,2007,€ 90000,100000
9197,Maruti Wagon R Stingray VXI,2013,€ 350000,65000
9200,Ford Figo Diesel Celebration Edition,2013,€ 0,90000
9203,Toyota Innova 2.5 E Diesel MS 7-seater,2011,€ 665000,267000
9206,Mahindra Scorpio 2.6 CRDe,2005,€ 175000,250000
9209,Mahindra Xylo D2,2011,€ 350000,140000
9212,Honda City i-VTEC CVT ZX,2018,€ 1225000,22000
9215,Honda Jazz Select Edition Active,2010,€ 285000,60000
9218,Honda City i-VTEC VX,2018,€ 1000000,28635
9221,Honda Amaze VX Diesel BSIV,2018,€ 780000,32114
9224,Maruti Celerio VXI,2014,€ 300000,82000
9227,Maruti Swift VXI BSIII,2006,€ 160000,95149
9230,Honda Amaze VX i-VTEC,2018,€ 625000,68458
9233,Maruti Ritz VXi,2010,€ 265000,42000
9236,Honda City i DTEC V,2014,€ 515000,90000
9239,Hyundai EON D Lite,2016,€ 210000,30000
9242,Maruti Alto LXi,2009,€ 140000,80000
9245,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,€ 940000,128000
9248,Nissan Terrano XV Premium 110 PS,2013,€ 750000,80000
9251,Maruti Baleno Alpha 1.3,2016,€ 610000,100000
9254,Nissan Sunny XV D Premium Leather,2015,€ 450000,50000
9257,Toyota Etios Liva GD,2012,€ 409999,56000
9260,Hyundai EON 1.0 Era Plus,2018,€ 100000,21302
9263,Hyundai i20 Active 1.4 SX,2016,€ 650000,100000
9266,Mahindra TUV 300 T8,2017,€ 650000,80000
9269,Hyundai Getz 1.3 GLS,2010,€ 150000,105546
9272,Toyota Etios Liva 1.2 V,2018,€ 500000,10000
9275,Toyota Innova 2.5 GX 7 STR BSIV,2012,€ 1000000,80000
9278,Hyundai i20 Magna Optional 1.2,2013,€ 340000,35000
9281,Hyundai Elite i20 Asta Option BSIV,2019,€ 800000,11240
9284,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,€ 1010000,120000
9287,Toyota Etios GD,2011,€ 350000,120000
9290,Maruti Swift VDI BSIV,2016,€ 595000,70000
9293,Mahindra Scorpio VLX 2WD BSIV,2014,€ 700000,130000
9296,Renault KWID RXL,2019,€ 265000,40000
9299,Maruti Alto K10 VXI,2015,€ 320000,60000
9302,Honda City 1.5 S MT,2011,€ 310000,110000
9305,Honda City i DTEC VX,2014,€ 700000,130000
9308,Maruti Alto LXi BSIII,2009,€ 130000,80000
9311,Maruti Swift Dzire VDi,2009,€ 150000,120000
9314,Honda Amaze E i-Dtech,2015,€ 300000,104000
9317,Maruti Swift Dzire LXi,2011,€ 150000,100000
9320,Honda City 1.3 EXI,2003,€ 120000,132343
9323,Hyundai Creta 1.4 CRDi S Plus,2016,€ 950000,90000
9326,Maruti Wagon R VXI BS IV,2007,€ 100000,60000
9329,Honda Jazz 1.5 SV i DTEC,2015,€ 450000,76000
9332,Maruti 800 EX,2004,€ 30000,60000
9335,Mahindra Renault Logan 1.6 Petrol GLSX,2009,€ 200000,30000
9338,Tata Indigo LS,2010,€ 250000,96000
9341,Mahindra Marazzo M8 8Str,2018,€ 1300000,10000
9344,Toyota Etios Liva 1.4 VD,2017,€ 425000,36000
9347,Honda Amaze VX O iDTEC,2017,€ 550000,12997
9350,Maruti Ciaz 1.4 AT Zeta,2017,€ 500000,40000
9353,Hyundai Verna CRDi 1.6 SX Option,2018,€ 1150000,26430
9356,Maruti Swift 1.3 VXI ABS,2015,€ 475000,24600
9359,Maruti Wagon R LXI,2011,€ 260000,28481
9362,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,€ 350000,100000
9365,Mahindra XUV500 W8 2WD,2013,€ 750000,41988
9368,Maruti Wagon R LXI,2009,€ 180000,30375
9371,Renault KWID Climber 1.0 AMT BSIV,2017,€ 350000,7658
9374,Maruti Swift Dzire VDI,2017,€ 611000,34400
9377,Renault KWID RXL BSIV,2017,€ 325000,18500
9380,Maruti Alto VXi,2015,€ 280000,26134
9383,Maruti Wagon R AMT VXI,2014,€ 300000,28942
9386,Mahindra XUV500 W8 2WD,2012,€ 711000,53600
9389,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,€ 851000,53652
9392,Maruti Ritz VDi,2011,€ 260000,52895
9395,Hyundai Verna SX Diesel,2013,€ 550000,42324
9398,Mahindra XUV500 W10 1.99 mHawk,2016,€ 1044999,65000
9401,Mahindra Scorpio EX,2012,€ 550000,60236
9404,Maruti Wagon R VXI BS IV,2014,€ 210000,70000
9407,Maruti Wagon R VXI BS IV,2014,€ 210000,70000
9410,Mahindra Xylo E8,2009,€ 290000,100000
9413,Fiat 500 Lounge,2008,€ 250999,110000
9416,Renault Triber RXT BSIV,2019,€ 600000,10300
9419,Fiat Grande Punto EVO 1.3 Active,2014,€ 270000,120000
9422,Tata New Safari 4X4 EX,2012,€ 550000,142000
9425,Mahindra TUV 300 mHAWK100 T8,2017,€ 800000,25000
9428,Tata Altroz XE,2020,€ 500000,5000
9431,Hyundai Creta 1.6 CRDi SX,2016,€ 535000,52600
9434,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,€ 396000,28643
9437,Honda City i DTEC VX,2014,€ 600000,50000
9440,Maruti Wagon R ZXI 1.2,2019,€ 575000,30000
9443,Hyundai Santro Sportz BSIV,2020,€ 520000,5000
9446,Mahindra XUV500 AT W10 FWD,2018,€ 1400000,30000
9449,Maruti Baleno Delta Automatic,2018,€ 600000,7600
9452,Chevrolet Beat Diesel LS,2013,€ 195000,47253
9455,Maruti Alto K10 VXI AGS,2015,€ 281000,4432
9458,Tata Indica GLS BS IV,2010,€ 75000,110000
9461,Hyundai Grand i10 Sportz,2014,€ 400000,25000
9464,Tata Indica Vista Terra 1.4 TDI,2009,€ 93000,70000
9467,Hyundai i20 Active S Petrol,2016,€ 560000,68523
9470,Hyundai EON 1.0 Era Plus,2019,€ 400000,5000
9473,Tata Tigor 1.2 Revotron XT,2018,€ 459999,40000
9476,Hyundai Xcent 1.2 CRDi E,2017,€ 450000,43000
9479,Maruti Alto Green LXi (CNG),2010,€ 88000,80251
9482,Hyundai i20 1.2 Era,2010,€ 250000,34500
9485,Ford Ikon 1.4 ZXi,2000,€ 22000,42743
9488,Chevrolet Beat Diesel LS,2013,€ 130000,93900
9491,Maruti Zen VXi - BS III,2004,€ 79000,80000
9494,Chevrolet Beat Diesel LS,2012,€ 120000,110000
9497,BMW 7 Series 730Ld,2011,€ 1700000,100000
9500,Chevrolet Optra Magnum 2.0 LT,2012,€ 300000,25000
9503,Chevrolet Optra Magnum 2.0 LT,2012,€ 300000,25000
9506,Maruti A-Star Lxi,2009,€ 145000,25000
9509,Ford Endeavour 3.2 Titanium AT 4X4,2019,€ 3200000,20000
9512,Chevrolet Spark 1.0 LT,2013,€ 240000,10000
9515,Honda WR-V i-DTEC VX,2018,€ 700000,30000
9518,Hyundai Accent GLX,2010,€ 145000,110000
9521,Maruti Ertiga VDI Limited Edition,2014,€ 535000,80000
9524,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,€ 420000,21000
9527,Maruti Alto K10 VXI,2016,€ 350000,20000
9530,Maruti Swift VDI BSIV,2015,€ 550000,32000
9533,Mitsubishi Montero 3.2 MT,2007,€ 750000,180000
9536,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,€ 198000,70000
9539,Hyundai i20 Magna Optional 1.4 CRDi,2013,€ 420000,50000
9542,Hyundai i20 Magna Optional 1.4 CRDi,2013,€ 420000,50000
9545,Ford Endeavour 4x2 XLT,2004,€ 195000,120000
9548,Hyundai EON Sportz,2012,€ 150000,55766
9551,Nissan Micra XL,2011,€ 275000,40000
9554,Maruti 800 Std,2001,€ 65000,60000
9557,Maruti Swift LXi BSIV,2008,€ 200000,50000
9560,Maruti Swift Dzire VDi,2010,€ 250000,110000
9563,Renault Duster 85PS Diesel RxL,2013,€ 450000,1000
9566,Maruti Ignis 1.3 Delta,2018,€ 590000,26350
9569,Maruti SX4 Vxi BSIV,2012,€ 225000,110000
9572,Tata Indigo CS LX (TDI) BS-III,2015,€ 225000,68745
9575,Maruti Alto 800 LXI,2006,€ 165000,132000
9578,Mahindra Bolero Power Plus SLX,2019,€ 860000,35000
9581,Mahindra XUV500 W6 2WD,2016,€ 900000,47000
9584,Tata Indigo TDI,2013,€ 182000,100000
9587,Tata Indica Vista Terra 1.4 TDI,2010,€ 100000,80000
9590,Hyundai Santro Xing XL eRLX Euro III,2006,€ 100000,40000
9593,Maruti Alto K10 VXI AGS,2017,€ 375000,27289
9596,Tata Tiago XZA AMT,2018,€ 525000,10980
9599,Hyundai EON Era Plus,2016,€ 320000,24662
9602,Maruti Swift Dzire VDI,2013,€ 525000,37000
9605,Nissan Evalia XV,2014,€ 650000,28245
9608,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,€ 575000,27005
9611,Hyundai i10 Magna,2014,€ 355000,39227
9614,Mahindra KUV 100 D75 K4 Plus 5Str,2016,€ 470000,31367
9617,Maruti Wagon R LXI,2008,€ 221000,35008
9620,Hyundai Santro Xing GLS,2009,€ 195000,27005
9623,Maruti Zen VX,2001,€ 85000,86000
9626,Maruti Swift VDI,2013,€ 400000,50000
9629,Maruti Baleno Delta 1.3,2017,€ 650000,20000
9632,Hyundai i10 Magna 1.2,2010,€ 400000,50000
9635,Tata Manza Aura (ABS) Quadrajet BS IV,2012,€ 295000,80000
9638,Maruti Omni LPG STD BSIV,2006,€ 60000,135000
9641,Maruti Zen D PS,2003,€ 110000,120000
9644,Fiat Linea 1.3 Multijet Emotion,2015,€ 550000,113600
9647,Hyundai Santro Xing GLS,2008,€ 190000,70000
9650,Ford Aspire Titanium Plus Diesel BSIV,2018,€ 861999,20000
9653,Ford Aspire Titanium Plus BSIV,2018,€ 782000,14000
9656,Ford Freestyle Titanium Plus Diesel BSIV,2018,€ 836000,26000
9659,Honda City i VTEC V,2016,€ 696000,138925
9662,Honda Jazz 1.5 VX i DTEC,2016,€ 596000,121764
9665,Honda Jazz 1.2 VX i VTEC,2016,€ 612000,105429
9668,Maruti Alto 800 LXI,2015,€ 114999,35000
9671,Tata Bolt Quadrajet XE,2017,€ 340000,60000
9674,Maruti Swift ZXI Plus,2020,€ 550000,5000
9677,Chevrolet Aveo U-VA 1.2 LT,2008,€ 114999,70000
9680,Maruti Wagon R VXI,2000,€ 105000,80000
9683,Maruti Vitara Brezza ZDi,2019,€ 890000,20000
9686,Tata Nexon 1.2 Revotron XZ Plus,2019,€ 715000,8000
9689,Hyundai i20 Asta (o),2014,€ 525000,54000
9692,Volkswagen Jetta 2.0L TDI Highline AT,2012,€ 735000,55300
9695,Honda Amaze S i-VTEC,2016,€ 495000,11958
9698,Hyundai Creta 1.6 SX Option,2017,€ 1025000,9000
9701,Mahindra XUV500 W8 2WD,2015,€ 750000,70000
9704,Renault Duster 85PS Diesel RxL Optional,2013,€ 600000,120000
9707,Hyundai i20 Asta 1.2,2014,€ 475000,23122
9710,Hyundai Santro Xing XO,2007,€ 80000,58000
9713,Mahindra Bolero 2011-2019 SLE,2013,€ 325000,62200
9716,Audi A6 2.0 TDI Premium Plus,2014,€ 1470000,34000
9719,Fiat Avventura MULTIJET Emotion,2015,€ 350000,53000
9722,Audi A8 4.2 TDI,2013,€ 2800000,49000
9725,Datsun RediGO 1.0 S,2017,€ 210000,15000
9728,Chevrolet Cruze LT,2012,€ 349000,44500
9731,Volkswagen Jetta 1.4 TSI Comfortline,2013,€ 450000,50000
9734,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,€ 1150000,53000
9737,Honda Civic 1.8 V AT,2009,€ 210000,63500
9740,Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,€ 4500000,9800
9743,Volkswagen Polo GTI,2017,€ 825000,13599
9746,BMW X1 sDrive 20d xLine,2017,€ 2750000,13000
9749,Chevrolet Beat Diesel,2012,€ 160000,110000
9752,Mahindra Scorpio SLE BSIV,2014,€ 550000,100000
9755,Maruti Swift 1.3 VXI ABS,2006,€ 95000,110000
9758,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,€ 725000,90000
9761,Tata Tigor 1.2 Revotron XZ Option,2019,€ 670000,17000
9764,Maruti Alto LX,2008,€ 65000,140000
9767,Mahindra Xylo D4,2015,€ 500000,50000
9770,Mahindra KUV 100 mFALCON G80 K8 5str,2017,€ 600000,53000
9773,Maruti Wagon R VXI Optional,2017,€ 350000,70000
9776,Chevrolet Beat Diesel LT,2012,€ 200000,70000
9779,Hyundai Getz 1.5 CRDi GVS,2008,€ 110000,154000
9782,Hyundai EON Sportz,2012,€ 150000,80000
9785,Maruti Zen D PS,2003,€ 75000,110000
9788,Honda Amaze EX i-Dtech,2013,€ 350000,90000
9791,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,€ 1700000,15000
9794,BMW X1 sDrive20d,2011,€ 890000,86000
9797,Mahindra Scorpio M2DI,2014,€ 500000,120000
9800,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,€ 600000,5200
9803,Chevrolet Beat LS,2010,€ 99000,60000
9806,Hyundai i10 Era 1.1 iTech SE,2011,€ 235000,46000
9809,Tata Indigo GLX,2006,€ 75000,40000
9812,Honda City i DTEC VX,2014,€ 600000,90000
9815,Hyundai Verna CRDi 1.6 SX,2019,€ 1000000,25000
9818,Hyundai Verna 1.6 SX,2012,€ 390000,90000
9821,Volkswagen Polo 1.5 TDI Highline,2015,€ 600000,70000
9824,Hyundai i20 1.2 Spotz,2017,€ 600000,70000
9827,Hyundai Elite i20 Magna Plus Diesel,2019,€ 730000,35000
9830,Hyundai Grand i10 1.2 Kappa Magna AT,2017,€ 450000,12700
9833,Maruti Ritz LDi,2011,€ 250000,80000
9836,Mahindra XUV500 W10 2WD,2018,€ 1400000,20000
9839,Renault KWID 1.0 RXT Optional,2018,€ 300000,20000
9842,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,€ 800000,19000
9845,Fiat Grande Punto Active (Diesel),2009,€ 125000,95000
9848,BMW X1 sDrive 20d xLine,2019,€ 2600000,9500
9851,Skoda Fabia 1.2 MPI Ambition Plus,2012,€ 300000,50000
9854,Volkswagen Polo Diesel Trendline 1.2L,2012,€ 295000,90000
9857,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,€ 650000,45839
9860,Chevrolet Aveo 1.4 LS,2010,€ 200000,74510
9863,Chevrolet Aveo U-VA 1.2 LS,2009,€ 130000,87293
9866,Ford Figo Diesel EXI,2012,€ 250000,156040
9869,Ford Endeavour 2.5L 4X2 MT,2004,€ 400000,93415
9872,Ford Aspire Titanium BSIV,2017,€ 430000,101159
9875,Hyundai EON 1.0 Kappa Magna Plus,2015,€ 170000,80000
9878,Tata Tiago 2019-2020 XZ,2019,€ 450000,12000
9881,Maruti Swift ZXI,2013,€ 350000,90000
9884,Chevrolet Spark 1.0 LT,2011,€ 130000,68519
9887,Chevrolet Beat Diesel LS,2012,€ 180000,55130
9890,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,€ 475000,65239
9893,Volkswagen Polo 1.2 MPI Comfortline,2015,€ 470000,58182
9896,Ford Fiesta Diesel Trend,2012,€ 200000,91245
9899,Mahindra XUV500 W8 2WD,2013,€ 650000,102989
9902,Honda City 1.5 E MT,2010,€ 400000,50000
9905,Maruti Zen VXI,2000,€ 100000,120000
9908,Maruti Swift Dzire VDI,2014,€ 409999,90000
9911,Maruti Swift VDI BSIV,2018,€ 640000,25000
9914,Maruti Wagon R LXI Minor,2007,€ 160000,80000
9917,Tata Indigo TDI,2013,€ 182000,100000
9920,Maruti Baleno Zeta 1.3,2018,€ 750000,70000
9923,Mahindra Jeep MM 550 XDB,2002,€ 150000,50000
9926,Maruti Alto STD,2008,€ 80000,100000
9929,Maruti Celerio VDi,2016,€ 240000,90000
9932,Maruti Esteem Lxi,2005,€ 60000,60000
9935,Maruti Alto LX,2007,€ 70000,120000
9938,Volkswagen Jetta 1.9 Highline TDI,2008,€ 285000,90000
9941,Maruti Swift VDI BSIV,2015,€ 350000,60000
9944,Hyundai i20 Active 1.4 SX with AVN,2015,€ 699000,30000
9947,Ford Figo Diesel ZXI,2011,€ 275000,108000
9950,Hyundai i20 1.4 CRDi Magna,2012,€ 350000,160000
9953,Maruti Alto LXi BSIII,2006,€ 135000,90000
9956,Mahindra Xylo E4 8S,2010,€ 325000,120000
9959,Mahindra XUV500 W8 2WD,2012,€ 650000,102000
9962,Mahindra Bolero SLE,2009,€ 300000,178000
9965,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,€ 1200000,200000
9968,Ford Fiesta Petrol Trend,2012,€ 450000,60000
9971,Tata Tiago 1.2 Revotron XE,2019,€ 425000,3000
9974,Maruti Alto LXi,2006,€ 150000,75118
9977,Maruti Ritz LDi,2013,€ 290000,140000
9980,Hyundai Xcent 1.2 Kappa Base,2014,€ 335000,60000
9983,Chevrolet Optra 1.6,2006,€ 120000,79000
9986,Ford Ikon 1.6 ZXI NXt,2005,€ 20000,25000
9989,Hyundai Getz GLS,2005,€ 250000,70000
9992,Hyundai Santro Xing GL Plus,2008,€ 120000,41723
9995,Maruti SX4 Vxi BSIV,2010,€ 250000,70000
9998,Tata Indigo LS,2012,€ 220000,70000
10001,Ford Ikon 1.3 Flair,2005,€ 61000,4637
10004,Maruti Swift VDI BSIV,2016,€ 620000,70000
10007,Maruti Swift Dzire LDIX Limited Edition,2014,€ 425000,100000
10010,Tata Indica Vista Aqua 1.3 Quadrajet,2009,€ 85000,120000
10013,Maruti Swift 1.3 DLX,2015,€ 270000,40000
10016,Maruti Swift Vdi BSIII,2009,€ 180000,220000
10019,Renault KWID 1.0 RXT Optional,2018,€ 300000,20000
10022,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,€ 800000,19000
10025,Fiat Grande Punto Active (Diesel),2009,€ 125000,95000
10028,Mahindra KUV 100 mFALCON G80 K2,2017,€ 450000,30000
10031,Tata New Safari DICOR 2.2 VX 4x4,2012,€ 450000,42655
10034,Renault KWID 1.0 RXL,2017,€ 250000,43000
10037,Toyota Innova 2.5 VX 8 STR BSIV,2012,€ 725000,70000
10040,Hyundai i20 Magna,2010,€ 250000,55000
10043,Fiat Punto 1.3 Active,2010,€ 99000,80000
10046,Renault KWID 1.0,2017,€ 350000,55000
10049,Hyundai Xcent 1.2 VTVT E Plus,2018,€ 511000,70000
10052,Maruti Ritz VDi,2012,€ 300000,80000
10055,Audi Q5 2.0 TFSI Quattro,2010,€ 1100000,110000
10058,Hyundai i10 Sportz 1.2,2010,€ 125000,60000
10061,Tata Tiago 1.2 Revotron XZ,2018,€ 500000,30000
10064,Renault Duster 85PS Diesel RxL,2013,€ 385000,80000
10067,Skoda Rapid 1.6 MPI Elegance,2012,€ 350000,90000
10070,Maruti 800 Std BSIII,2003,€ 60000,50000
10073,Hyundai Santro Xing GLS,2012,€ 300000,50000
10076,Hyundai i20 1.4 CRDi Asta,2012,€ 400000,70000
10079,Ford Ecosport 1.5 DV5 MT Titanium,2014,€ 550000,110000
10082,Nissan Sunny XL,2012,€ 300000,80000
10085,Maruti Swift VDI,2012,€ 250000,156000
10088,Toyota Innova 2.5 GX 7 STR,2012,€ 800000,180000
