ID,name,fuel,seller_type,transmission,owner
8021,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Individual,Manual,First Owner
8024,Ford Freestyle Titanium Diesel,Diesel,Individual,Manual,First Owner
8027,Ford Figo Diesel Celebration Edition,Diesel,Individual,Manual,First Owner
8030,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,First Owner
8033,Hyundai Accent GLE,Petrol,Individual,Manual,Third Owner
8036,Toyota Innova 2.0 VX 7 Seater,Petrol,Individual,Manual,Third Owner
8039,Maruti Alto 800 CNG LXI Optional,CNG,Individual,Manual,First Owner
8042,Maruti Ritz LXi,Petrol,Individual,Manual,First Owner
8045,Chevrolet Aveo 1.6 LT with ABS,Petrol,Individual,Manual,Second Owner
8048,Tata Altroz XZ,Petrol,Individual,Manual,First Owner
8051,Volkswagen Polo SR Petrol 1.2L,Petrol,Individual,Manual,First Owner
8054,Hyundai i10 Magna 1.2,Petrol,Individual,Manual,Second Owner
8057,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,First Owner
8060,Mahindra Bolero SLX,Diesel,Individual,Manual,First Owner
8063,Mahindra Bolero SLX,Diesel,Individual,Manual,First Owner
8066,Skoda Superb 1.8 TFSI MT,Petrol,Individual,Manual,First Owner
8069,Maruti Alto 800 LXI,Petrol,Dealer,Manual,First Owner
8072,Tata Tiago 2019-2020 XE Diesel,Diesel,Dealer,Manual,First Owner
8075,Maruti Wagon R LXI,Petrol,Dealer,Manual,First Owner
8078,Tata Tiago 1.05 Revotorq XE,Diesel,Dealer,Manual,First Owner
8081,Maruti Alto 800 LXI,Petrol,Dealer,Manual,First Owner
8084,Hyundai Santro LS zipPlus,Petrol,Individual,Manual,Third Owner
8087,Tata Tiago 1.05 Revotorq XE,Diesel,Dealer,Manual,First Owner
8090,Skoda Laura L n K 1.9 PD,Diesel,Individual,Manual,Third Owner
8093,Maruti Ciaz ZDi Plus,Diesel,Dealer,Manual,First Owner
8096,Mahindra XUV500 AT W10 FWD,Diesel,Dealer,Automatic,First Owner
8099,Hyundai EON 1.0 Era Plus,Petrol,Dealer,Manual,First Owner
8102,Tata Safari Storme EX,Diesel,Individual,Manual,First Owner
8105,Mahindra Scorpio VLX 2WD BSIV,Diesel,Dealer,Manual,Second Owner
8108,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Diesel,Dealer,Manual,Second Owner
8111,Maruti Alto 800 LXI,Petrol,Dealer,Manual,First Owner
8114,Hyundai i20 1.4 CRDi Sportz,Diesel,Dealer,Manual,First Owner
8117,Hyundai Grand i10 1.2 CRDi Sportz Option,Diesel,Dealer,Manual,First Owner
8120,Tata Nano CX SE,Petrol,Dealer,Manual,First Owner
8123,Volkswagen Polo Diesel Highline 1.2L,Diesel,Dealer,Manual,First Owner
8126,Maruti Swift VXI,Petrol,Individual,Manual,First Owner
8129,Hyundai Verna CRDi ABS,Diesel,Individual,Manual,Second Owner
8132,Mercedes-Benz E-Class 230,Petrol,Individual,Automatic,Second Owner
8135,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
8138,Tata Xenon XT EX 4X2,Diesel,Individual,Manual,First Owner
8141,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
8144,Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,Third Owner
8147,Maruti Omni 8 Seater BSIV,Petrol,Individual,Manual,First Owner
8150,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
8153,Renault KWID RXL,Petrol,Individual,Manual,First Owner
8156,Hyundai EON Era Plus,Petrol,Individual,Manual,Second Owner
8159,Ford Fiesta 1.4 ZXi TDCi ABS,Diesel,Individual,Manual,Second Owner
8162,Maruti Alto LXI,Petrol,Individual,Manual,Second Owner
8165,Maruti Alto LX,Petrol,Individual,Manual,Third Owner
8168,Maruti Omni LPG CARGO BSIII W IMMOBILISER,LPG,Individual,Manual,Second Owner
8171,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
8174,Hyundai Verna i (Petrol),Petrol,Individual,Manual,Second Owner
8177,Ford Fiesta Classic 1.4 SXI Duratorq,Diesel,Individual,Manual,Third Owner
8180,Tata New Safari Dicor EX 4X2 BS IV,Diesel,Individual,Manual,Fourth & Above Owner
8183,Toyota Etios VD,Diesel,Individual,Manual,Second Owner
8186,Mahindra XUV500 W7,Diesel,Individual,Manual,First Owner
8189,Maruti Baleno Delta 1.3,Diesel,Individual,Manual,First Owner
8192,Tata Zest Revotron 1.2T XE,Petrol,Individual,Manual,Second Owner
8195,Tata Nano Twist XT,Petrol,Individual,Manual,First Owner
8198,Maruti Swift VDI BSIV,Diesel,Individual,Manual,Third Owner
8201,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
8204,Maruti Wagon R AX,Petrol,Individual,Automatic,Second Owner
8207,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
8210,Hyundai Santro Xing GLS,Petrol,Individual,Manual,Second Owner
8213,Maruti Swift VXI,Petrol,Individual,Manual,First Owner
8216,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner
8219,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Diesel,Individual,Manual,Second Owner
8222,Tata Tiago 1.05 Revotorq XT Option,Diesel,Individual,Manual,First Owner
8225,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,First Owner
8228,Maruti SX4 ZXI MT BSIV,Petrol,Dealer,Manual,First Owner
8231,Hyundai Elite i20 Sportz Plus BSIV,Petrol,Individual,Manual,First Owner
8234,Maruti Wagon R Stingray VXI,Petrol,Dealer,Manual,First Owner
8237,Hyundai Accent Executive,Petrol,Individual,Manual,First Owner
8240,Honda Brio S MT,Petrol,Dealer,Manual,First Owner
8243,Honda Brio Exclusive Edition,Petrol,Dealer,Manual,First Owner
8246,Hyundai Verna Transform SX VTVT,Petrol,Individual,Manual,Second Owner
8249,Hyundai i20 1.2 Sportz,Petrol,Dealer,Manual,First Owner
8252,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
8255,Hyundai i10 Sportz 1.2 AT,Petrol,Dealer,Automatic,First Owner
8258,Mahindra Quanto C8,Diesel,Dealer,Manual,First Owner
8261,Hyundai Grand i10 Sportz,Petrol,Individual,Manual,First Owner
8264,Hyundai EON D Lite Plus,Petrol,Individual,Manual,First Owner
8267,Hyundai Verna SX CRDi AT,Diesel,Dealer,Automatic,First Owner
8270,Renault KWID RXT,Petrol,Individual,Manual,First Owner
8273,Maruti Swift Dzire ZXI 1.2 BS IV,Petrol,Individual,Manual,First Owner
8276,Maruti Wagon R LXI CNG,CNG,Individual,Manual,Second Owner
8279,Hyundai i10 Sportz 1.2 AT,Petrol,Dealer,Automatic,First Owner
8282,Hyundai Grand i10 AT Asta,Petrol,Dealer,Automatic,First Owner
8285,Maruti Swift VDi BSIII W/ ABS,Diesel,Individual,Manual,First Owner
8288,Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner
8291,Hyundai Accent GLE 1,Petrol,Individual,Manual,Fourth & Above Owner
8294,Hyundai Getz GLX,Petrol,Individual,Manual,Third Owner
8297,Chevrolet Sail Hatchback 1.2 LS,Petrol,Individual,Manual,First Owner
8300,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
8303,Chevrolet Optra Magnum 2.0 LS,Diesel,Individual,Manual,First Owner
8306,Datsun RediGO S,Petrol,Individual,Manual,First Owner
8309,Honda WR-V i-DTEC VX,Diesel,Individual,Manual,First Owner
8312,Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,Second Owner
8315,Maruti Swift VDI Optional,Diesel,Individual,Manual,First Owner
8318,Maruti Zen Estilo VXI BSIV,Petrol,Individual,Manual,First Owner
8321,Maruti A-Star Vxi,Petrol,Individual,Manual,First Owner
8324,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
8327,Mahindra Bolero 2011-2019 SLX,Diesel,Individual,Manual,First Owner
8330,Hyundai i10 Sportz 1.2,Petrol,Individual,Manual,Second Owner
8333,Hyundai Santro Xing XG eRLX Euro III,Petrol,Individual,Manual,Second Owner
8336,Maruti Wagon R LXI BS IV,Petrol,Individual,Manual,First Owner
8339,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
8342,Toyota Etios Liva GD,Diesel,Individual,Manual,Second Owner
8345,Ford Ecosport 1.5 Petrol Ambiente,Petrol,Individual,Manual,First Owner
8348,Hyundai Verna SX Diesel,Diesel,Dealer,Manual,Second Owner
8351,Hyundai Verna SX Diesel,Diesel,Dealer,Manual,Third Owner
8354,Tata Nano Cx BSIV,Petrol,Dealer,Manual,First Owner
8357,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Dealer,Manual,First Owner
8360,Hyundai i20 1.2 Sportz,Petrol,Dealer,Manual,Second Owner
8363,Hyundai i20 Magna 1.4 CRDi (Diesel),Diesel,Dealer,Manual,Second Owner
8366,Tata Zest Revotron 1.2T XE,Petrol,Individual,Manual,First Owner
8369,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Diesel,Individual,Manual,First Owner
8372,Hyundai Accent GLS,Petrol,Dealer,Manual,Third Owner
8375,Mahindra Xylo D2 BS IV,Diesel,Individual,Manual,Third Owner
8378,Mahindra Scorpio SLE BSIV,Diesel,Individual,Manual,Second Owner
8381,Maruti Ritz VDi,Diesel,Individual,Manual,Third Owner
8384,Honda Civic 1.8 S MT,Petrol,Individual,Manual,Third Owner
8387,Honda BR-V i-VTEC VX MT,Petrol,Dealer,Manual,First Owner
8390,Maruti Omni E MPI STD BS IV,Petrol,Dealer,Manual,First Owner
8393,Mahindra XUV500 W6 2WD,Diesel,Dealer,Manual,First Owner
8396,Ford EcoSport 1.5 Diesel Titanium BSIV,Diesel,Individual,Manual,First Owner
8399,Chevrolet Beat Diesel PS,Diesel,Dealer,Manual,First Owner
8402,Tata Indigo CS eLX BS IV,Diesel,Individual,Manual,First Owner
8405,Tata Indigo CR4,Diesel,Individual,Manual,Second Owner
8408,Tata Indica Vista TDI LS,Diesel,Individual,Manual,Third Owner
8411,Maruti Ertiga 1.5 VDI,Diesel,Individual,Manual,First Owner
8414,Isuzu D-Max V-Cross Standard,Diesel,Individual,Manual,First Owner
8417,Skoda Superb 1.8 TFSI MT,Petrol,Individual,Manual,Second Owner
8420,Nissan Kicks XV Premium D BSIV,Diesel,Individual,Manual,First Owner
8423,Maruti Swift 1.2 DLX,Petrol,Individual,Manual,First Owner
8426,Maruti Swift VDI BSIV,Diesel,Individual,Manual,Second Owner
8429,Mahindra Bolero Power Plus SLX,Diesel,Individual,Manual,First Owner
8432,Maruti Alto 800 Base,Petrol,Individual,Manual,First Owner
8435,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,Diesel,Individual,Manual,First Owner
8438,Maruti Ritz LDi,Diesel,Individual,Manual,Second Owner
8441,Mahindra Xylo D4 BSIV,Diesel,Individual,Manual,Second Owner
8444,Renault Duster 85PS Diesel RxL Optional,Diesel,Individual,Manual,First Owner
8447,Hyundai Santro AT CNG,CNG,Individual,Manual,Second Owner
8450,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner
8453,Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,First Owner
8456,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner
8459,Chevrolet Beat LT,Petrol,Individual,Manual,Second Owner
8462,Ford Ecosport Sports Petrol,Petrol,Individual,Manual,First Owner
8465,Hyundai Tucson CRDi,Diesel,Individual,Manual,First Owner
8468,Tata Indigo TDI,Diesel,Individual,Manual,Third Owner
8471,Ford EcoSport 1.5 Diesel Titanium BSIV,Diesel,Individual,Manual,First Owner
8474,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
8477,Hyundai i20 Asta Option 1.4 CRDi,Diesel,Individual,Manual,First Owner
8480,Hyundai Santro Xing XG eRLX Euro III,Petrol,Individual,Manual,Third Owner
8483,Honda Amaze S i-Dtech,Diesel,Individual,Manual,First Owner
8486,Hyundai i20 1.2 Sportz,Petrol,Individual,Manual,Third Owner
8489,Hyundai Santro Xing GLS,Petrol,Individual,Manual,Third Owner
8492,Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,Second Owner
8495,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner
8498,Nissan Micra Diesel XV Primo,Diesel,Individual,Manual,First Owner
8501,Mahindra Scorpio VLS AT 2.2 mHAWK,Diesel,Individual,Automatic,Second Owner
8504,Tata Sumo LX,Diesel,Individual,Manual,First Owner
8507,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
8510,Hyundai i20 Sportz 1.4 CRDi,Diesel,Individual,Manual,Second Owner
8513,Hyundai Grand i10 CRDi Magna,Diesel,Individual,Manual,Second Owner
8516,Renault KWID RXT,Petrol,Individual,Manual,First Owner
8519,Hyundai Tucson 2.0 e-VGT 2WD MT,Diesel,Dealer,Manual,First Owner
8522,Hyundai EON Era Plus,Petrol,Dealer,Manual,Second Owner
8525,Jaguar XF 5.0 Litre V8 Petrol,Petrol,Dealer,Automatic,Second Owner
8528,Hyundai Creta 1.6 VTVT AT SX Plus,Petrol,Dealer,Automatic,First Owner
8531,Hyundai Verna VTVT 1.6 AT SX Option,Petrol,Individual,Automatic,First Owner
8534,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Diesel,Individual,Automatic,Second Owner
8537,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
8540,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
8543,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
8546,Volkswagen Polo GTI,Petrol,Dealer,Automatic,Second Owner
8549,Renault Pulse RxL,Diesel,Trustmark Dealer,Manual,First Owner
8552,Maruti Celerio VXI AMT BSIV,Petrol,Trustmark Dealer,Automatic,Second Owner
8555,Honda Brio V MT,Petrol,Trustmark Dealer,Manual,First Owner
8558,Maruti Baleno Alpha 1.3,Diesel,Trustmark Dealer,Manual,First Owner
8561,Hyundai Creta 1.6 SX Automatic Diesel,Diesel,Trustmark Dealer,Automatic,Second Owner
8564,Honda City i VTEC V,Petrol,Trustmark Dealer,Manual,First Owner
8567,Hyundai Elite i20 Asta Option CVT BSIV,Petrol,Individual,Automatic,First Owner
8570,Toyota Innova Crysta 2.4 GX AT,Diesel,Dealer,Automatic,Second Owner
8573,Tata Tiago 1.2 Revotron XZ,Petrol,Individual,Manual,First Owner
8576,Maruti Celerio ZXI,Petrol,Individual,Manual,First Owner
8579,Maruti Omni E 8 Str STD,Petrol,Individual,Manual,Third Owner
8582,OpelCorsa 1.6Gls,Petrol,Individual,Manual,Fourth & Above Owner
8585,Hyundai EON D Lite,Petrol,Individual,Manual,Second Owner
8588,Chevrolet Tavera Neo 3 Max 9 Str BSIII,Diesel,Individual,Manual,Second Owner
8591,Mahindra Scorpio VLX 2WD ABS AT BSIII,Diesel,Individual,Automatic,Third Owner
8594,Hyundai Santro Xing XG,Petrol,Individual,Manual,Second Owner
8597,Honda Brio 1.2 S MT,Petrol,Individual,Manual,First Owner
8600,Datsun GO Plus T BSIV,Petrol,Individual,Manual,First Owner
8603,Hyundai i10 Era,Petrol,Individual,Manual,Third Owner
8606,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner
8609,Hyundai Santro Xing GL,Petrol,Individual,Manual,First Owner
8612,Tata Indica Vista Quadrajet LS,Diesel,Individual,Manual,Second Owner
8615,Maruti 800 Std BSII,Petrol,Individual,Manual,Second Owner
8618,Mahindra Bolero SLX 2WD,Diesel,Individual,Manual,Second Owner
8621,Renault KWID RXT,Petrol,Individual,Manual,First Owner
8624,Maruti Alto K10 2010-2014 VXI,Petrol,Individual,Manual,First Owner
8627,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,Petrol,Individual,Manual,Second Owner
8630,Hyundai i10 Magna,Petrol,Individual,Manual,Second Owner
8633,Hyundai Creta 1.4 EX Diesel,Diesel,Individual,Manual,First Owner
8636,Honda City i-VTEC VX,Petrol,Dealer,Manual,First Owner
8639,Honda BR-V i-DTEC VX MT,Diesel,Dealer,Manual,First Owner
8642,Ford Figo Diesel Titanium,Diesel,Dealer,Manual,First Owner
8645,Maruti Zen LX,Petrol,Individual,Manual,Second Owner
8648,Skoda Octavia Elegance 2.0 TDI AT,Diesel,Individual,Automatic,Third Owner
8651,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
8654,Maruti Wagon R LXI,Petrol,Individual,Manual,Fourth & Above Owner
8657,Chevrolet Beat Diesel,Diesel,Individual,Manual,First Owner
8660,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
8663,Chevrolet Sail Hatchback LT ABS,Diesel,Individual,Manual,First Owner
8666,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner
8669,Honda City 1.3 EXI,Petrol,Individual,Manual,First Owner
8672,Honda City i-VTEC ZX,Petrol,Dealer,Manual,First Owner
8675,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Diesel,Individual,Manual,First Owner
8678,Hyundai EON D Lite,Petrol,Individual,Manual,First Owner
8681,Hyundai Getz 1.5 CRDi GVS,Diesel,Individual,Manual,Third Owner
8684,Maruti Swift LXI,Petrol,Individual,Manual,First Owner
8687,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Diesel,Individual,Automatic,First Owner
8690,Renault Lodgy Stepway 85PS RXZ 8S,Diesel,Individual,Manual,First Owner
8693,Maruti Swift VXI,Petrol,Individual,Manual,First Owner
8696,Maruti Alto LX BSIII,Petrol,Individual,Manual,Second Owner
8699,Maruti Celerio LXI MT BSIV,Petrol,Individual,Manual,First Owner
8702,Renault Captur 1.5 Diesel RXT,Diesel,Individual,Manual,First Owner
8705,Toyota Etios 1.5 V,Petrol,Individual,Manual,First Owner
8708,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
8711,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
8714,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
8717,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
8720,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
8723,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
8726,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
8729,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
8732,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
8735,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
8738,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
8741,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
8744,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
8747,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
8750,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
8753,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
8756,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
8759,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
8762,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
8765,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner
8768,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner
8771,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
8774,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner
8777,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner
8780,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner
8783,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner
8786,Maruti Swift ZXI BSIV,Petrol,Trustmark Dealer,Manual,First Owner
8789,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner
8792,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner
8795,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner
8798,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner
8801,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Trustmark Dealer,Manual,First Owner
8804,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
8807,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner
8810,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
8813,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner
8816,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner
8819,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner
8822,Maruti Baleno Alpha 1.3,Diesel,Individual,Manual,First Owner
8825,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,Second Owner
8828,Maruti Alto LXi,Petrol,Individual,Manual,First Owner
8831,Datsun GO Plus A Option Petrol,Petrol,Individual,Manual,Second Owner
8834,Hyundai Accent CRDi,Diesel,Individual,Manual,Fourth & Above Owner
8837,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
8840,Tata Tiago 1.2 Revotron XE,Petrol,Individual,Manual,First Owner
8843,Maruti Alto 800 Base,Petrol,Individual,Manual,First Owner
8846,Tata Tigor 1.2 Revotron XM,Petrol,Individual,Manual,First Owner
8849,Hyundai Accent CRDi,Diesel,Individual,Manual,Third Owner
8852,Nissan Sunny Diesel XL,Diesel,Individual,Manual,First Owner
8855,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner
8858,Mahindra XUV500 AT W8 FWD,Diesel,Dealer,Automatic,First Owner
8861,Hyundai Santro Xing XG,Petrol,Dealer,Manual,First Owner
8864,Hyundai Santro Sportz AMT,Petrol,Dealer,Automatic,First Owner
8867,Nissan Micra Active XV S,Petrol,Individual,Manual,First Owner
8870,Honda City 1.5 V AT,Petrol,Individual,Automatic,First Owner
8873,Mercedes-Benz E-Class E250 CDI Elegance,Diesel,Dealer,Automatic,First Owner
8876,Maruti Alto LXI,Petrol,Individual,Manual,Second Owner
8879,BMW 7 Series 730Ld,Diesel,Dealer,Automatic,First Owner
8882,Hyundai Verna 1.6 VTVT,Petrol,Dealer,Manual,First Owner
8885,Audi Q5 3.0 TDI Quattro Technology,Diesel,Dealer,Automatic,First Owner
8888,Hyundai i10 Sportz 1.2,Petrol,Dealer,Manual,First Owner
8891,Datsun GO Plus T,Petrol,Dealer,Manual,First Owner
8894,Renault Duster 110PS Diesel RxL,Diesel,Dealer,Manual,First Owner
8897,Toyota Camry Hybrid 2.5,Petrol,Dealer,Automatic,First Owner
8900,Honda City i DTec SV,Diesel,Dealer,Manual,First Owner
8903,Volkswagen Jetta 2.0L TDI Highline,Diesel,Dealer,Manual,First Owner
8906,Mahindra Marazzo M2 8Str,Diesel,Individual,Manual,First Owner
8909,Ford Ecosport 1.5 DV5 MT Titanium Optional,Diesel,Dealer,Manual,First Owner
8912,Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,First Owner
8915,Maruti Celerio ZXI MT BSIV,Petrol,Individual,Manual,First Owner
8918,Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,First Owner
8921,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Individual,Manual,Second Owner
8924,Tata Indica Vista Aqua 1.4 TDI,Diesel,Individual,Manual,First Owner
8927,Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
8930,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
8933,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner
8936,Honda BRV i-VTEC V MT,Petrol,Individual,Manual,First Owner
8939,Renault KWID RXT,Petrol,Individual,Manual,Second Owner
8942,Renault KWID RXT Optional,Petrol,Individual,Manual,Second Owner
8945,Skoda Octavia Elegance 2.0 TDI AT,Diesel,Individual,Automatic,Third Owner
8948,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
8951,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner
8954,Honda City i-VTEC ZX,Petrol,Dealer,Manual,First Owner
8957,Maruti Swift LXI,Petrol,Individual,Manual,First Owner
8960,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Diesel,Individual,Automatic,First Owner
8963,Maruti Celerio LXI MT BSIV,Petrol,Individual,Manual,First Owner
8966,Renault Captur 1.5 Diesel RXT,Diesel,Individual,Manual,First Owner
8969,Audi A4 30 TFSI Technology,Petrol,Individual,Automatic,First Owner
8972,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner
8975,Toyota Corolla Altis 1.8 VL AT,Petrol,Individual,Automatic,Third Owner
8978,Honda Amaze VX Petrol BSIV,Petrol,Dealer,Manual,First Owner
8981,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
8984,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner
8987,Honda Amaze VX i-VTEC,Petrol,Dealer,Manual,First Owner
8990,Hyundai Grand i10 Asta Option,Petrol,Individual,Manual,Second Owner
8993,Mahindra KUV 100 mFALCON G80 K2,Petrol,Individual,Manual,First Owner
8996,Maruti Zen Estilo Sports,Petrol,Individual,Manual,First Owner
8999,Maruti Ertiga ZDI Plus,Diesel,Individual,Manual,First Owner
9002,Renault Lodgy 85PS RxL,Diesel,Individual,Manual,First Owner
9005,Maruti Swift VXI,Petrol,Individual,Manual,First Owner
9008,Hyundai Verna CRDi ABS,Diesel,Individual,Manual,Second Owner
9011,Mercedes-Benz E-Class 230,Petrol,Individual,Automatic,Second Owner
9014,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
9017,Tata Xenon XT EX 4X2,Diesel,Individual,Manual,First Owner
9020,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
9023,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
9026,Maruti Omni 5 Str STD,Petrol,Dealer,Manual,Third Owner
9029,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
9032,Maruti Wagon R LX BS IV,Petrol,Dealer,Manual,First Owner
9035,Maruti Wagon R LXI,Petrol,Individual,Manual,Second Owner
9038,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Diesel,Dealer,Manual,First Owner
9041,Hyundai Santro Xing GLS,Petrol,Individual,Manual,First Owner
9044,Toyota Innova 2.5 V Diesel 7-seater,Diesel,Dealer,Manual,First Owner
9047,Maruti Omni 8 Seater BSII,Petrol,Dealer,Manual,First Owner
9050,Mercedes-Benz B Class B180 Sports,Petrol,Individual,Automatic,Second Owner
9053,Mahindra XUV500 W10 2WD,Diesel,Dealer,Manual,Second Owner
9056,Skoda Fabia 1.2L Diesel Ambiente,Diesel,Individual,Manual,First Owner
9059,Toyota Etios VD,Diesel,Individual,Manual,Third Owner
9062,Toyota Etios Liva VD,Diesel,Individual,Manual,First Owner
9065,Toyota Etios Liva GD,Diesel,Individual,Manual,Second Owner
9068,Mahindra Scorpio M2DI,Diesel,Individual,Manual,Second Owner
9071,Hyundai Grand i10 Asta Option,Petrol,Dealer,Manual,First Owner
9074,Hyundai Verna CRDi 1.6 SX Option,Diesel,Dealer,Manual,First Owner
9077,Volkswagen Vento 1.5 TDI Highline BSIV,Diesel,Dealer,Manual,Test Drive Car
9080,Renault KWID Climber 1.0 MT Opt BSIV,Petrol,Dealer,Manual,Test Drive Car
